Stock,Pick_Date,Price_At_Pick,Evaluation_Date,Price_At_Evaluation,Forward_Return_%,Pct_Above_50MA_At_Pick,Volume_Surge_Ratio,Avg_Daily_Turnover_Cr,Liquidity_Tier,ATR_14,Stop_Loss_Price,Stop_Loss_%,Suggested_Shares,Capital_Allocated_Rs,Scan_Date
ASAHIINDIA,2025-09-26,906.7,2026-07-03,873.65,-3.65,5.9,1.64,26.97,Strong,31.83,843.04,7.02,78,70722.6,2025-09-26
COCHINSHIP,2025-09-26,1874.2,2026-07-03,1524.1,-18.68,6.8,3.48,387.44,Strong,67.61,1738.99,7.21,36,67471.2,2025-09-26
WOCKPHARMA,2025-09-30,1516.0,2026-07-03,1938.5,27.87,-0.9,3.92,151.7,Strong,65.38,1385.24,8.63,38,57608.0,2025-09-30
ANURAS,2025-09-30,1071.4,2026-07-03,1269.9,18.53,-4.3,2.01,40.53,Strong,29.16,1013.07,5.44,85,91069.0,2025-09-30
DEEPAKFERT,2025-09-30,1501.9,2026-07-03,1649.3,9.81,0.8,1.46,43.58,Strong,45.82,1410.26,6.1,54,81102.6,2025-09-30
GRSE,2025-09-30,2529.1,2026-07-03,2748.5,8.68,-0.6,3.24,545.12,Strong,126.18,2276.74,9.98,19,48052.9,2025-09-30
BEL,2025-09-30,403.95,2026-07-03,418.05,3.49,4.2,1.3,615.83,Strong,9.23,385.49,4.57,270,109066.5,2025-09-30
GODREJIND,2025-09-30,1201.7,2026-07-03,1209.8,0.67,1.1,1.89,20.7,Strong,33.16,1135.39,5.52,75,90127.5,2025-09-30
INDIGO,2025-09-30,5594.5,2026-07-03,5426.5,-3.0,-3.6,1.66,765.93,Strong,110.36,5373.79,3.95,22,123079.0,2025-09-30
NBCC,2025-09-30,107.08,2026-07-03,102.36,-4.41,-0.1,1.35,108.15,Strong,3.22,100.64,6.02,776,83094.08,2025-09-30
IOC,2025-09-30,149.79,2026-07-03,141.56,-5.49,4.2,1.32,125.53,Strong,2.54,144.71,3.39,983,147243.56,2025-09-30
PNB,2025-09-30,112.83,2026-07-03,105.35,-6.63,5.4,1.62,164.5,Strong,2.55,107.74,4.51,981,110686.23,2025-09-30
ERIS,2025-09-30,1585.9,2026-07-03,1431.1,-9.76,-8.0,1.34,24.94,Strong,37.47,1510.96,4.73,66,104669.4,2025-09-30
CHOLAHLDNG,2025-09-30,1885.0,2026-07-03,1673.9,-11.2,0.5,1.4,46.87,Strong,73.8,1737.4,7.83,33,62205.0,2025-09-30
SPLPETRO,2025-09-30,832.15,2026-07-03,725.0,-12.88,4.2,11.96,54.01,Strong,34.61,762.92,8.32,72,59914.8,2025-09-30
ASTRAMICRO,2025-10-03,1112.65,2026-07-03,1848.5,66.13,8.9,2.37,80.08,Strong,52.39,1007.86,9.42,47,52294.55,2025-10-03
DATAPATTNS,2025-10-03,2835.3,2026-07-03,4507.0,58.96,8.4,1.48,113.78,Strong,122.45,2590.4,8.64,20,56706.0,2025-10-03
ANURAS,2025-10-03,1088.4,2026-07-03,1269.9,16.68,-2.5,2.01,42.45,Strong,30.68,1027.04,5.64,81,88160.4,2025-10-03
ZFCVINDIA,2025-10-03,2261.5,2026-07-03,2416.4,6.85,-0.2,1.74,20.31,Strong,63.39,2134.71,5.61,39,88198.5,2025-10-03
DEEPAKFERT,2025-10-03,1572.4,2026-07-03,1649.3,4.89,5.7,1.41,44.43,Strong,49.77,1472.86,6.33,50,78620.0,2025-10-03
GRSE,2025-10-03,2724.4,2026-07-03,2748.5,0.88,7.0,1.96,591.42,Strong,126.0,2472.4,9.25,19,51763.6,2025-10-03
ASAHIINDIA,2025-10-03,895.6,2026-07-03,873.65,-2.45,4.3,1.37,28.22,Strong,33.46,828.67,7.47,74,66274.4,2025-10-03
INDIGO,2025-10-03,5657.0,2026-07-03,5426.5,-4.07,-2.4,1.72,770.72,Strong,105.61,5445.79,3.73,23,130111.0,2025-10-03
NBCC,2025-10-03,113.12,2026-07-03,102.36,-9.51,5.7,1.46,114.45,Strong,3.2,106.71,5.66,780,88233.6,2025-10-03
BPCL,2025-10-03,341.55,2026-07-03,308.15,-9.78,5.8,1.33,212.04,Strong,7.45,326.66,4.36,335,114419.25,2025-10-03
HINDPETRO,2025-10-03,446.3,2026-07-03,399.25,-10.54,9.8,1.43,161.64,Strong,9.13,428.04,4.09,273,121839.9,2025-10-03
SPLPETRO,2025-10-03,847.2,2026-07-03,725.0,-14.42,5.9,12.35,56.27,Strong,37.62,771.96,8.88,66,55915.2,2025-10-03
COCHINSHIP,2025-10-03,1861.5,2026-07-03,1524.1,-18.13,6.3,2.06,439.15,Strong,77.89,1705.73,8.37,32,59568.0,2025-10-03
PARADEEP,2025-10-03,193.59,2026-07-03,146.59,-24.28,-4.1,1.46,270.13,Strong,9.65,174.29,9.97,259,50139.81,2025-10-03
ASTRAMICRO,2025-10-07,1115.55,2026-07-03,1848.5,65.7,8.6,2.16,85.85,Strong,51.71,1012.13,9.27,48,53546.4,2025-10-07
DATAPATTNS,2025-10-07,2822.0,2026-07-03,4507.0,59.71,7.8,1.47,117.56,Strong,114.69,2592.61,8.13,21,59262.0,2025-10-07
SOUTHBANK,2025-10-07,31.14,2026-07-03,46.1,48.04,5.9,1.61,23.82,Strong,0.61,29.93,3.9,4117,128203.38,2025-10-07
SOLARINDS,2025-10-07,14143.0,2026-07-03,18514.0,30.91,-1.2,1.68,197.46,Strong,350.0,13443.0,4.95,7,99001.0,2025-10-07
UJJIVANSFB,2025-10-07,48.42,2026-07-03,59.6,23.09,8.6,1.31,54.13,Strong,1.19,46.05,4.9,2105,101924.1,2025-10-07
LUMAXTECH,2025-10-07,1258.6,2026-07-03,1524.5,21.13,10.8,2.35,32.07,Strong,67.68,1123.24,10.75,36,45309.6,2025-10-07
ANURAS,2025-10-07,1088.7,2026-07-03,1269.9,16.64,-2.2,2.1,43.02,Strong,31.0,1026.7,5.69,80,87096.0,2025-10-07
DELHIVERY,2025-10-07,468.95,2026-07-03,507.45,8.21,1.8,1.49,140.3,Strong,12.55,443.86,5.35,199,93321.05,2025-10-07
ZFCVINDIA,2025-10-07,2259.67,2026-07-03,2416.4,6.94,-0.3,1.81,18.85,Strong,60.77,2138.12,5.38,41,92646.34,2025-10-07
DEEPAKFERT,2025-10-07,1543.7,2026-07-03,1649.3,6.84,3.9,1.43,45.05,Strong,52.42,1438.86,6.79,47,72553.9,2025-10-07
GRSE,2025-10-07,2710.4,2026-07-03,2748.5,1.41,6.2,1.59,617.52,Strong,124.44,2461.51,9.18,20,54208.0,2025-10-07
SCHAEFFLER,2025-10-07,4284.5,2026-07-03,4162.1,-2.86,6.8,1.49,26.2,Strong,124.21,4036.09,5.8,20,85690.0,2025-10-07
INDIGO,2025-10-07,5664.0,2026-07-03,5426.5,-4.19,-2.1,1.7,761.62,Strong,111.96,5440.07,3.95,22,124608.0,2025-10-07
HINDPETRO,2025-10-07,454.25,2026-07-03,399.25,-12.11,11.5,1.56,180.99,Strong,10.81,432.62,4.76,231,104931.75,2025-10-07
BHARTIHEXA,2025-10-07,1766.3,2026-07-03,1454.1,-17.68,0.9,1.74,48.31,Strong,50.74,1664.81,5.75,49,86548.7,2025-10-07
PARADEEP,2025-10-07,189.33,2026-07-03,146.59,-22.57,-6.1,1.53,269.55,Strong,10.33,168.68,10.91,242,45817.86,2025-10-07
IGL,2025-10-07,220.12,2026-07-03,153.99,-30.04,5.4,1.74,61.99,Strong,4.88,210.36,4.43,512,112701.44,2025-10-07
LAURUSLABS,2025-10-10,876.75,2026-07-03,1542.3,75.91,0.5,1.49,182.2,Strong,28.25,820.25,6.44,88,77154.0,2025-10-10
ASTRAMICRO,2025-10-10,1090.6,2026-07-03,1848.5,69.49,5.2,2.52,100.12,Strong,58.31,973.98,10.69,42,45805.2,2025-10-10
DATAPATTNS,2025-10-10,2805.3,2026-07-03,4507.0,60.66,6.7,1.47,117.7,Strong,110.84,2583.63,7.9,22,61716.6,2025-10-10
MAHABANK,2025-10-10,57.53,2026-07-03,88.53,53.88,4.6,1.32,60.8,Strong,1.38,54.76,4.81,1807,103956.71,2025-10-10
SOLARINDS,2025-10-10,14110.0,2026-07-03,18514.0,31.21,-1.3,1.62,188.86,Strong,355.93,13398.14,5.05,7,98770.0,2025-10-10
ANURAS,2025-10-10,1118.0,2026-07-03,1269.9,13.59,0.6,1.35,42.48,Strong,31.94,1054.11,5.71,78,87204.0,2025-10-10
DELHIVERY,2025-10-10,464.85,2026-07-03,507.45,9.16,0.4,1.65,147.59,Strong,12.7,439.44,5.47,196,91110.6,2025-10-10
ZFCVINDIA,2025-10-10,2222.0,2026-07-03,2416.4,8.75,-2.0,1.64,18.17,Strong,60.33,2101.33,5.43,41,91102.0,2025-10-10
SHYAMMETL,2025-10-10,931.65,2026-07-03,955.1,2.52,-0.6,1.39,21.1,Strong,29.61,872.42,6.36,84,78258.6,2025-10-10
SCHAEFFLER,2025-10-10,4115.6,2026-07-03,4162.1,1.13,2.4,1.93,25.88,Strong,133.16,3849.29,6.47,18,74080.8,2025-10-10
SBILIFE,2025-10-10,1810.4,2026-07-03,1788.7,-1.2,-0.6,1.33,173.72,Strong,31.91,1746.57,3.53,78,141211.2,2025-10-10
HCG,2025-10-10,690.25,2026-07-03,654.8,-5.14,4.4,1.47,19.96,Strong,22.39,645.48,6.49,111,76617.75,2025-10-10
INDIGO,2025-10-10,5735.0,2026-07-03,5426.5,-5.38,-0.8,1.67,748.46,Strong,114.46,5506.07,3.99,21,120435.0,2025-10-10
RAMCOCEM,2025-10-10,1018.65,2026-07-03,947.55,-6.98,-4.2,2.19,40.31,Strong,27.5,963.65,5.4,90,91678.5,2025-10-10
BHARTIHEXA,2025-10-10,1751.9,2026-07-03,1454.1,-17.0,0.1,1.47,46.92,Strong,50.79,1650.33,5.8,49,85843.1,2025-10-10
UTIAMC,2025-10-10,1311.5,2026-07-03,976.35,-25.55,-1.9,1.39,16.82,Strong,37.04,1237.43,5.65,67,87870.5,2025-10-10
IGL,2025-10-10,216.18,2026-07-03,153.99,-28.77,3.1,2.29,65.98,Strong,5.36,205.46,4.96,466,100739.88,2025-10-10
LAURUSLABS,2025-10-14,877.95,2026-07-03,1542.3,75.67,0.6,1.31,196.78,Strong,26.36,825.24,6.0,94,82527.3,2025-10-14
DATAPATTNS,2025-10-14,2759.0,2026-07-03,4507.0,63.36,4.7,1.37,104.68,Strong,107.48,2544.04,7.79,23,63457.0,2025-10-14
MAHABANK,2025-10-14,55.11,2026-07-03,88.53,60.64,0.2,1.58,67.91,Strong,1.54,52.03,5.58,1624,89498.64,2025-10-14
KARURVYSYA,2025-10-14,221.18,2026-07-03,291.8,31.93,3.2,2.11,53.06,Strong,6.33,208.53,5.72,395,87366.1,2025-10-14
UJJIVANSFB,2025-10-14,47.58,2026-07-03,59.6,25.26,5.7,1.37,46.09,Strong,1.29,44.99,5.44,1932,91924.56,2025-10-14
IDFCFIRSTB,2025-10-14,72.8,2026-07-03,80.46,10.52,3.1,1.36,132.94,Strong,1.45,69.9,3.99,1722,125361.61,2025-10-14
DELHIVERY,2025-10-14,469.35,2026-07-03,507.45,8.12,0.9,1.66,155.1,Strong,12.88,443.59,5.49,194,91053.9,2025-10-14
IIFL,2025-10-14,485.25,2026-07-03,519.55,7.07,7.6,1.49,69.29,Strong,15.43,454.39,6.36,162,78610.5,2025-10-14
SHYAMMETL,2025-10-14,928.4,2026-07-03,955.1,2.88,-0.7,1.45,21.55,Strong,29.2,870.01,6.29,85,78914.0,2025-10-14
BORORENEW,2025-10-14,619.65,2026-07-03,621.7,0.33,5.9,1.41,68.68,Strong,25.68,568.29,8.29,97,60106.05,2025-10-14
PFIZER,2025-10-14,5390.0,2026-07-03,4568.6,-15.24,3.6,1.41,18.32,Strong,147.82,5094.36,5.49,16,86240.0,2025-10-14
IGL,2025-10-14,211.7,2026-07-03,153.99,-27.26,0.8,2.45,65.04,Strong,5.56,200.57,5.26,449,95053.3,2025-10-14
UTIAMC,2025-10-14,1367.6,2026-07-03,976.35,-28.61,2.2,2.01,22.18,Strong,37.89,1291.83,5.54,65,88894.0,2025-10-14
MAHABANK,2025-10-17,57.11,2026-07-03,88.53,55.02,3.5,3.28,99.74,Strong,1.88,53.36,6.57,1332,76070.52,2025-10-17
SOUTHBANK,2025-10-17,32.65,2026-07-03,46.1,41.19,9.2,4.93,65.3,Strong,1.1,30.45,6.73,2275,74278.75,2025-10-17
CRAFTSMAN,2025-10-17,6739.5,2026-07-03,9119.0,35.31,-0.5,1.64,22.22,Strong,164.75,6410.0,4.89,15,101092.5,2025-10-17
THYROCARE,2025-10-17,414.63,2026-07-03,555.6,34.0,-1.7,7.22,61.71,Strong,25.02,364.6,12.07,99,41048.7,2025-10-17
SAIL,2025-10-17,128.68,2026-07-03,169.88,32.02,-0.0,2.12,232.15,Strong,4.07,120.55,6.32,614,79009.52,2025-10-17
KARURVYSYA,2025-10-17,227.39,2026-07-03,291.8,28.33,5.8,2.12,56.19,Strong,6.49,214.41,5.71,385,87545.15,2025-10-17
ANURAS,2025-10-17,1064.7,2026-07-03,1269.9,19.27,-3.9,1.59,51.46,Strong,41.31,982.09,7.76,60,63882.0,2025-10-17
IDFCFIRSTB,2025-10-17,71.88,2026-07-03,80.46,11.94,1.5,1.5,145.38,Strong,1.48,68.92,4.12,1690,121477.2,2025-10-17
INDIAGLYCO,2025-10-17,978.7,2026-07-03,1075.75,9.92,12.6,2.11,32.93,Strong,39.57,899.56,8.09,63,61658.1,2025-10-17
DELHIVERY,2025-10-17,465.35,2026-07-03,507.45,9.05,-0.1,1.8,170.92,Strong,13.9,437.55,5.97,179,83297.65,2025-10-17
IIFL,2025-10-17,498.55,2026-07-03,519.55,4.21,9.6,1.71,74.1,Strong,16.02,466.51,6.43,156,77773.8,2025-10-17
MANORAMA,2025-10-17,1531.1,2026-07-03,1562.4,2.04,8.8,1.34,20.77,Strong,61.58,1407.94,8.04,40,61244.0,2025-10-17
HDFCAMC,2025-10-17,2857.75,2026-07-03,2800.2,-2.01,0.8,1.67,262.72,Strong,75.36,2707.04,5.27,33,94305.75,2025-10-17
BORORENEW,2025-10-17,639.0,2026-07-03,621.7,-2.71,8.9,1.92,86.01,Strong,28.56,581.89,8.94,87,55593.0,2025-10-17
RAMCOCEM,2025-10-17,1023.6,2026-07-03,947.55,-7.43,-2.3,1.78,38.62,Strong,24.33,974.94,4.75,102,104407.2,2025-10-17
GODIGIT,2025-10-17,350.05,2026-07-03,313.55,-10.43,-1.7,1.57,27.35,Strong,11.37,327.31,6.5,219,76660.95,2025-10-17
IGL,2025-10-17,208.23,2026-07-03,153.99,-26.05,-1.0,2.5,69.25,Strong,5.85,196.52,5.62,427,88914.21,2025-10-17
UTIAMC,2025-10-17,1401.8,2026-07-03,976.35,-30.35,4.3,2.11,23.95,Strong,35.28,1331.24,5.03,70,98126.0,2025-10-17
STAR,2025-10-21,810.5,2026-07-03,1126.8,39.03,-5.1,1.36,22.14,Strong,28.08,754.34,6.93,89,72134.5,2025-10-21
CRAFTSMAN,2025-10-21,6726.0,2026-07-03,9119.0,35.58,-0.9,1.68,21.55,Strong,157.39,6411.21,4.68,15,100890.0,2025-10-21
THYROCARE,2025-10-21,419.1,2026-07-03,555.6,32.57,-0.4,7.37,62.2,Strong,21.65,375.81,10.33,115,48196.5,2025-10-21
SAIL,2025-10-21,129.95,2026-07-03,169.88,30.73,0.8,1.59,208.19,Strong,3.88,122.18,5.98,643,83557.85,2025-10-21
KARURVYSYA,2025-10-21,244.84,2026-07-03,291.8,19.18,13.4,2.47,70.38,Strong,6.88,231.08,5.62,363,88876.92,2025-10-21
ANURAS,2025-10-21,1098.0,2026-07-03,1269.9,15.66,-0.8,1.57,53.6,Strong,39.89,1018.23,7.27,62,68076.0,2025-10-21
IDFCFIRSTB,2025-10-21,76.77,2026-07-03,80.46,4.81,7.9,1.86,178.8,Strong,1.73,73.3,4.52,1442,110702.34,2025-10-21
MANORAMA,2025-10-21,1497.1,2026-07-03,1562.4,4.36,6.2,1.55,22.65,Strong,61.99,1373.13,8.28,40,59884.0,2025-10-21
IIFL,2025-10-21,499.65,2026-07-03,519.55,3.98,9.4,1.43,70.63,Strong,14.88,469.89,5.96,168,83941.2,2025-10-21
KAJARIACER,2025-10-21,1217.4,2026-07-03,1202.3,-1.24,-1.2,1.33,26.67,Strong,36.21,1144.99,5.95,69,84000.6,2025-10-21
HDFCAMC,2025-10-21,2853.75,2026-07-03,2800.2,-1.88,0.7,1.61,256.25,Strong,69.75,2714.25,4.89,35,99881.25,2025-10-21
HCG,2025-10-21,721.1,2026-07-03,654.8,-9.19,6.9,1.67,29.37,Strong,25.57,669.96,7.09,97,69946.7,2025-10-21
UTIAMC,2025-10-21,1340.7,2026-07-03,976.35,-27.18,-0.3,3.24,29.94,Strong,42.84,1255.03,6.39,58,77760.6,2025-10-21
LAURUSLABS,2025-10-24,926.4,2026-07-03,1542.3,66.48,5.1,1.69,227.28,Strong,22.23,881.94,4.8,112,103756.8,2025-10-24
ABSLAMC,2025-10-24,830.6,2026-07-03,1178.4,41.87,-0.9,1.6,28.79,Strong,22.44,785.73,5.4,111,92196.6,2025-10-24
CRAFTSMAN,2025-10-24,6519.0,2026-07-03,9119.0,39.88,-3.9,1.78,21.18,Strong,162.46,6194.07,4.98,15,97785.0,2025-10-24
THYROCARE,2025-10-24,422.03,2026-07-03,555.6,31.65,0.6,14.03,110.67,Strong,20.41,381.22,9.67,122,51488.07,2025-10-24
KARURVYSYA,2025-10-24,243.05,2026-07-03,291.8,20.06,12.1,1.74,74.69,Strong,7.07,228.9,5.82,353,85796.65,2025-10-24
ANURAS,2025-10-24,1091.0,2026-07-03,1269.9,16.4,-1.3,1.57,48.21,Strong,38.54,1013.93,7.06,64,69824.0,2025-10-24
CREDITACC,2025-10-24,1422.5,2026-07-03,1557.4,9.48,4.7,2.06,51.94,Strong,44.46,1333.59,6.25,56,79660.0,2025-10-24
IDFCFIRSTB,2025-10-24,78.2,2026-07-03,80.46,2.89,9.4,2.24,211.92,Strong,1.89,74.43,4.83,1324,103536.8,2025-10-24
HDFCAMC,2025-10-24,2771.75,2026-07-03,2800.2,1.03,-2.2,1.61,256.4,Strong,74.68,2622.39,5.39,33,91467.75,2025-10-24
TATACOMM,2025-10-24,1896.0,2026-07-03,1906.7,0.56,13.0,7.37,313.52,Strong,82.65,1730.7,8.72,30,56880.0,2025-10-24
KAJARIACER,2025-10-24,1208.7,2026-07-03,1202.3,-0.53,-1.6,1.85,25.73,Strong,34.42,1139.86,5.7,72,87026.4,2025-10-24
MOTILALOFS,2025-10-24,1036.2,2026-07-03,968.35,-6.55,10.5,1.31,100.43,Strong,27.23,981.74,5.26,91,94294.2,2025-10-24
HCG,2025-10-24,759.1,2026-07-03,654.8,-13.74,11.8,1.84,31.03,Strong,30.4,698.29,8.01,82,62246.2,2025-10-24
SBFC,2025-10-24,115.48,2026-07-03,91.25,-20.98,6.4,1.58,24.67,Strong,3.76,107.97,6.5,665,76794.2,2025-10-24
UTIAMC,2025-10-24,1340.3,2026-07-03,976.35,-27.15,-0.3,3.03,32.35,Strong,43.68,1252.94,6.52,57,76397.1,2025-10-24
SCHNEIDER,2025-10-28,865.3,2026-07-03,1481.6,71.22,1.2,1.53,9.6,Strong,24.29,816.71,5.61,102,88260.6,2025-10-28
WELCORP,2025-10-28,886.4,2026-07-03,1439.3,62.38,2.4,1.96,45.37,Strong,23.78,838.85,5.36,105,93072.0,2025-10-28
LAURUSLABS,2025-10-28,959.65,2026-07-03,1542.3,60.71,8.3,1.75,235.59,Strong,24.63,910.39,5.13,101,96924.65,2025-10-28
CRAFTSMAN,2025-10-28,6447.0,2026-07-03,9119.0,41.45,-4.7,1.75,20.94,Strong,160.89,6125.21,4.99,15,96705.0,2025-10-28
THYROCARE,2025-10-28,443.43,2026-07-03,555.6,25.3,5.9,15.1,117.09,Strong,20.08,403.27,9.06,124,54985.73,2025-10-28
ANURAS,2025-10-28,1091.9,2026-07-03,1269.9,16.3,-1.0,1.5,46.88,Strong,38.09,1015.71,6.98,65,70973.5,2025-10-28
CREDITACC,2025-10-28,1477.1,2026-07-03,1557.4,5.44,8.1,2.94,68.76,Strong,50.2,1376.7,6.8,49,72377.9,2025-10-28
HDFCAMC,2025-10-28,2823.25,2026-07-03,2800.2,-0.82,-0.5,1.49,265.58,Strong,72.98,2677.29,5.17,34,95990.5,2025-10-28
KAJARIACER,2025-10-28,1216.8,2026-07-03,1202.3,-1.19,-0.8,1.38,26.0,Strong,33.15,1150.5,5.45,75,91260.0,2025-10-28
HCG,2025-10-28,728.5,2026-07-03,654.8,-10.12,7.0,1.84,34.41,Strong,31.05,666.39,8.53,80,58280.0,2025-10-28
SBFC,2025-10-28,114.98,2026-07-03,91.25,-20.64,5.5,1.49,24.61,Strong,3.46,108.06,6.02,722,83015.56,2025-10-28
UTIAMC,2025-10-28,1304.1,2026-07-03,976.35,-25.13,-2.9,1.94,32.11,Strong,44.14,1215.83,6.77,56,73029.6,2025-10-28
SCHNEIDER,2025-10-31,836.5,2026-07-03,1481.6,77.12,-2.1,1.38,8.91,Strong,24.87,786.75,5.95,100,83650.0,2025-10-31
LAURUSLABS,2025-10-31,953.65,2026-07-03,1542.3,61.73,7.0,1.81,232.26,Strong,21.74,910.17,4.56,114,108716.1,2025-10-31
ADANIGREEN,2025-10-31,1140.0,2026-07-03,1556.2,36.51,12.1,1.83,450.35,Strong,33.71,1072.57,5.91,74,84360.0,2025-10-31
SAIL,2025-10-31,136.85,2026-07-03,169.88,24.14,4.8,2.5,354.73,Strong,4.0,128.85,5.85,624,85394.4,2025-10-31
CGCL,2025-10-31,203.03,2026-07-03,233.87,15.19,6.3,2.19,60.84,Strong,6.73,189.58,6.63,371,75324.13,2025-10-31
SHARDACROP,2025-10-31,864.7,2026-07-03,910.65,5.31,-2.1,3.68,34.22,Strong,40.9,782.89,9.46,61,52746.7,2025-10-31
IIFLCAPS,2025-10-31,341.4,2026-07-03,340.15,-0.37,9.6,3.26,32.97,Strong,17.76,305.89,10.4,140,47796.0,2025-10-31
SBILIFE,2025-10-31,1955.7,2026-07-03,1788.7,-8.54,6.8,1.34,202.13,Strong,34.67,1886.36,3.55,72,140810.4,2025-10-31
RELIANCE,2025-10-31,1486.4,2026-07-03,1304.0,-12.27,6.1,1.36,1693.04,Strong,23.36,1439.69,3.14,107,159044.8,2025-10-31
GODIGIT,2025-10-31,358.65,2026-07-03,313.55,-12.57,0.8,1.63,29.59,Strong,9.12,340.41,5.08,274,98270.1,2025-10-31
DCMSHRIRAM,2025-10-31,1281.2,2026-07-03,1025.9,-19.93,4.1,2.1,28.89,Strong,42.19,1196.83,6.59,59,75590.8,2025-10-31
SBFC,2025-10-31,114.08,2026-07-03,91.25,-20.01,4.3,1.67,24.58,Strong,3.56,106.96,6.24,702,80084.16,2025-10-31
SCHNEIDER,2025-11-04,889.95,2026-07-03,1481.6,66.48,4.0,2.0,10.86,Strong,26.36,837.22,5.92,94,83655.3,2025-11-04
LAURUSLABS,2025-11-04,983.15,2026-07-03,1542.3,56.87,9.8,1.74,238.25,Strong,21.97,939.21,4.47,113,111095.95,2025-11-04
WELCORP,2025-11-04,924.85,2026-07-03,1439.3,55.63,6.2,5.41,111.14,Strong,30.08,864.69,6.5,83,76762.55,2025-11-04
ADANIGREEN,2025-11-04,1086.4,2026-07-03,1556.2,43.24,6.3,1.97,478.63,Strong,37.31,1011.79,6.87,67,72788.8,2025-11-04
GVT&D,2025-11-04,3146.6,2026-07-03,4401.5,39.88,7.5,1.61,149.99,Strong,126.34,2893.91,8.03,19,59785.4,2025-11-04
SAIL,2025-11-04,138.18,2026-07-03,169.88,22.94,5.4,2.7,358.26,Strong,3.92,130.35,5.67,638,88158.84,2025-11-04
THYROCARE,2025-11-04,452.17,2026-07-03,555.6,22.88,8.0,3.18,121.83,Strong,19.8,412.57,8.76,126,56973.0,2025-11-04
SHAILY,2025-11-04,2372.2,2026-07-03,2901.6,22.32,2.9,1.57,86.34,Strong,117.66,2136.89,9.92,21,49816.2,2025-11-04
CGCL,2025-11-04,197.05,2026-07-03,233.87,18.69,2.9,2.34,60.59,Strong,7.07,182.9,7.18,353,69558.65,2025-11-04
CREDITACC,2025-11-04,1377.9,2026-07-03,1557.4,13.03,0.4,4.07,90.48,Strong,63.69,1250.51,9.24,39,53738.1,2025-11-04
SHARDACROP,2025-11-04,811.2,2026-07-03,910.65,12.26,-7.6,4.25,38.2,Strong,42.8,725.61,10.55,58,47049.6,2025-11-04
LALPATHLAB,2025-11-04,1576.85,2026-07-03,1645.7,4.37,-1.9,1.34,46.0,Strong,49.36,1478.12,6.26,50,78842.5,2025-11-04
SCHAEFFLER,2025-11-04,4137.8,2026-07-03,4162.1,0.59,3.1,2.24,35.99,Strong,111.09,3915.61,5.37,22,91031.6,2025-11-04
MFSL,2025-11-04,1592.4,2026-07-03,1596.6,0.26,0.9,1.37,98.8,Strong,33.67,1525.06,4.23,74,117837.6,2025-11-04
NSLNISP,2025-11-04,44.97,2026-07-03,44.46,-1.13,2.1,1.47,32.33,Strong,1.72,41.54,7.63,1456,65476.32,2025-11-04
TI,2025-11-04,504.35,2026-07-03,451.75,-10.43,6.5,2.08,73.35,Strong,20.21,463.94,8.01,123,62035.05,2025-11-04
DATAMATICS,2025-11-04,920.6,2026-07-03,819.35,-11.0,0.7,1.44,22.66,Strong,34.76,851.09,7.55,71,65362.6,2025-11-04
DCMSHRIRAM,2025-11-04,1249.1,2026-07-03,1025.9,-17.87,1.5,2.12,28.96,Strong,42.89,1163.31,6.87,58,72447.8,2025-11-04
JUBLPHARMA,2025-11-04,1181.2,2026-07-03,969.2,-17.95,7.8,1.9,23.71,Strong,40.07,1101.06,6.78,62,73234.4,2025-11-04
SBFC,2025-11-04,117.52,2026-07-03,91.25,-22.35,7.3,2.89,41.27,Strong,4.05,109.41,6.9,616,72392.32,2025-11-04
ECLERX,2025-11-04,2369.2,2026-07-03,1488.8,-37.16,10.1,2.47,98.32,Strong,89.6,2189.99,7.56,27,63968.4,2025-11-04
SCHNEIDER,2025-11-07,861.95,2026-07-03,1481.6,71.89,0.7,2.25,11.68,Strong,26.73,808.49,6.2,93,80161.35,2025-11-07
WELCORP,2025-11-07,906.6,2026-07-03,1439.3,58.76,4.1,5.39,111.78,Strong,31.32,843.95,6.91,79,71621.4,2025-11-07
LAURUSLABS,2025-11-07,982.15,2026-07-03,1542.3,57.03,9.2,1.59,239.55,Strong,22.69,936.78,4.62,110,108036.5,2025-11-07
ADANIGREEN,2025-11-07,1059.8,2026-07-03,1556.2,46.84,3.3,2.07,481.65,Strong,40.48,978.84,7.64,61,64647.8,2025-11-07
GVT&D,2025-11-07,3073.2,2026-07-03,4401.5,43.22,4.6,1.89,163.56,Strong,134.71,2803.77,8.77,18,55317.6,2025-11-07
SMLMAH,2025-11-07,3142.2,2026-07-03,3957.6,25.95,-7.3,1.44,22.17,Strong,163.39,2815.41,10.4,15,47133.0,2025-11-07
